105.78183,21.03965,0
105.78168,21.03965,0
105.78105,21.03967,0
105.78107,21.03998,0
105.78109,21.04026,0
105.78109,21.04033,0
105.78109,21.04096,0
105.7811,21.04111,0
105.78111,21.04135,0
105.78113,21.04157,0
105.78113,21.04159,0
105.78114,21.04175,0
105.78115,21.04186,0
105.78115,21.04195,0
105.78116,21.04202,0
105.78119,21.04232,0
105.7812,21.04262,0
105.78121,21.04273,0
105.78122,21.04289,0
105.78122,21.04292,0
105.78124,21.04309,0
105.78116,21.0431,0
105.78097,21.04312,0
105.78087,21.04312,0
105.78086,21.04297,0
105.78086,21.04284,0
105.78083,21.04239,0
105.78082,21.04216,0
105.78078,21.04187,0
105.78075,21.04165,0
105.78074,21.04152,0
105.78072,21.04117,0
105.78071,21.04099,0
105.78071,21.04084,0
105.78068,21.04056,0
105.78068,21.04025,0
105.78069,21.04008,0
105.78069,21.04002,0
105.78069,21.03997,0
105.78068,21.03988,0
105.78068,21.03977,0
105.78067,21.03966,0
105.78067,21.03958,0
105.78065,21.03924,0
105.78054,21.03816,0
105.78053,21.03789,0
105.78049,21.03788,0
105.78046,21.03786,0
105.78009,21.03745,0
105.7796,21.03681,0
105.77954,21.03671,0
105.77938,21.03671,0
105.77924,21.03671,0
105.7788,21.03673,0
105.77861,21.03673,0
105.77844,21.03674,0
105.77834,21.03675,0
105.77809,21.03677,0
105.77787,21.03679,0
105.77771,21.03683,0
105.77751,21.03687,0
105.7775,21.03687,0
105.77728,21.03691,0
105.77709,21.03695,0
105.77686,21.03701,0
105.77595,21.0373,0
105.77589,21.03732,0
105.77553,21.03744,0
105.77521,21.03754,0
105.77495,21.03763,0
105.77373,21.03799,0
105.77266,21.03827,0
105.7722,21.03838,0
105.77206,21.03842,0
105.77097,21.03873,0
105.76982,21.03905,0
105.76952,21.03915,0
105.76933,21.0392,0
105.76811,21.03958,0
105.76807,21.03959,0
105.76785,21.03965,0
105.7677,21.03968,0
105.76759,21.03971,0
105.76676,21.03998,0
105.76552,21.04038,0
105.76494,21.04057,0
105.76473,21.04064,0
105.7637,21.04101,0
105.76338,21.04112,0
105.76196,21.04159,0
105.76179,21.04165,0
105.76173,21.04167,0
105.76107,21.0419,0
105.76102,21.04191,0
105.76074,21.04201,0
105.76057,21.04207,0
105.75931,21.04253,0
105.75826,21.04292,0
105.75822,21.04293,0
105.75788,21.04305,0
105.75758,21.04316,0
105.75748,21.0432,0
105.75732,21.04326,0
105.75663,21.04353,0
105.75646,21.0436,0
105.75643,21.04361,0
105.75586,21.04384,0
105.75536,21.04402,0
105.75474,21.04425,0
105.75441,21.04436,0
105.75402,21.0445,0
105.75367,21.04463,0
105.75302,21.04488,0
105.75266,21.04502,0
105.75201,21.04526,0
105.7518,21.04534,0
105.75163,21.0454,0
105.75124,21.04555,0
105.75074,21.04575,0
105.75054,21.04583,0
105.74982,21.04612,0
105.74954,21.04623,0
105.74912,21.0464,0
105.74882,21.04652,0
105.74876,21.0466,0
105.74871,21.04668,0
105.74866,21.04678,0
105.74862,21.04684,0
105.74859,21.04692,0
105.74864,21.04716,0
105.74877,21.04775,0
105.74881,21.04791,0
105.74916,21.04934,0
105.74935,21.05002,0
105.74939,21.05018,0
105.74949,21.05057,0
105.74953,21.05073,0
105.74958,21.0509,0
105.74962,21.05105,0
105.74967,21.05127,0
105.74972,21.05145,0
105.74981,21.05181,0
105.74992,21.0523,0
105.74999,21.05257,0
105.75,21.05261,0
105.75008,21.0529,0
105.75021,21.05333,0
105.75061,21.05483,0
105.75083,21.05571,0
105.75109,21.05674,0
105.75121,21.05716,0
105.75135,21.05774,0
105.75139,21.05786,0
105.75149,21.05826,0
105.75161,21.05874,0
105.75195,21.06005,0
105.75198,21.06015,0
105.75218,21.06091,0
105.75233,21.06149,0
105.75267,21.06276,0
105.75273,21.063,0
105.75305,21.06418,0
105.75327,21.06511,0
105.75329,21.06518,0
105.75331,21.06524,0
105.75334,21.06538,0
105.7534,21.06562,0
105.75343,21.06574,0
105.75365,21.06658,0
105.75375,21.06696,0
105.75391,21.06762,0
105.75399,21.06781,0
105.7538,21.06786,0
105.75334,21.06805,0
105.7528,21.06824,0
105.75154,21.0687,0
105.75121,21.06883,0
105.75031,21.06918,0
105.75015,21.06925,0
105.74997,21.06932,0
105.74961,21.06946,0
105.74906,21.06968,0
105.7489,21.06976,0
105.74836,21.06995,0
105.74711,21.07044,0
105.74694,21.0705,0
105.74665,21.07061,0
105.74534,21.07113,0
105.74397,21.07166,0
105.74391,21.07168,0
105.74249,21.0722,0
105.7424,21.07209,0
105.74208,21.07164,0
105.7415,21.0709,0
105.7412,21.07052,0
105.74098,21.07022,0
105.74083,21.06998,0
105.74075,21.06986,0
105.74068,21.06975,0
105.74055,21.06952,0
105.74052,21.06948,0
105.7404,21.06928,0
105.74035,21.06919,0
105.74022,21.06899,0
105.7402,21.06895,0
105.74005,21.06872,0
105.74004,21.06871,0
105.73996,21.06856,0
105.73983,21.06836,0
105.73971,21.06817,0
105.73952,21.06789,0
105.73943,21.06776,0
105.73934,21.06765,0
105.73927,21.06756,0
105.73923,21.06749,0
105.7392,21.06743,0
105.73919,21.0674,0
105.73916,21.06721,0
105.73914,21.06715,0
105.73914,21.06714,0
105.73914,21.06712,0
105.73913,21.06711,0
105.73913,21.06709,0
105.73912,21.06708,0
105.73912,21.06706,0
105.73897,21.06678,0
105.73886,21.0666,0
105.73883,21.06655,0
105.73875,21.06642,0
105.73861,21.0662,0
105.73857,21.06613,0
105.73856,21.06611,0
105.73845,21.06596,0
105.7384,21.06588,0
105.73831,21.06573,0
